,LABEL,TEXT,PROCESSED_TEXT
226,0,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear ph_number u've invite xchat final attempt contact u txt chat 86688 150p msgrcvdhg suite342/2lands row w1j6hl ldn 18yrs
227,-1,Have you not finished work yet or something?,finished work
228,-1,"I'm in a meeting, call me later at 4",' m meet later 4
229,1,"	Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks ringtone order reference number x29 mobile charged 4.50 tone arrive customer service ph_number
230,-1,Oh my God. I'm almost home,oh god ' m home
231,1,My name is Theresa & I have 7.3milion Dollar to transfer to you for charity work to help the poor ones in ur place india. Contact memea.theresamarie@gmail.com,theresa 7.3milion dollar transfer charity work help poor one ur place india contact email
232,0,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,try contact reply offer video phone 750 anytime network min half price line rental camcorder reply ph_number
233,-1,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",den weekday get special price haiz nt eat liao cut nail oso muz wait finish drivin wat lunch muz eat wat
234,-1,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ok b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
235,-1,Then ur physics get a-?,ur physics a-
236,-1,This single single answers are we fighting? Plus i said am broke and you didnt reply,single single answer fighting plus say broke nt reply
237,-1,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes friendship hanging thread cause u will buy stuff
238,-1,U too...,u
239,-1,Your account has been refilled successfully by INR 100.00; . Your KeralaCircle prepaid account balance is Rs.101.00 ; . Your Transaction ID is KR 3567 .,account refill successfully inr 100.00 keralacircle prepaid account balance rs.101.00 transaction d kr 3567
240,-1,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorry hear book kinda joke thet look skinny white girl line camera like cast look
241,-1,No current and food here. I am alone also,current food
242,-1,Hmm thinking lor...,hmm think lor
243,-1,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope ur head hurt 2 plough way pile ironing stay chinky tonight come round like
244,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,urgent mobile number award £ 2000 prize guarantee ph_number land line claim 3030 valid 12hr
245,-1,I think chennai well settled?,think chennai settle
246,-1,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi
247,-1,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,good morning repair shop reason ' m hour
248,-1,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u leh course happen lar v romantic jus bit lor thk e nite scenery nice leh
249,-1,"That's very rude, you on campus?",rude campus
250,-1,Did u see what I posted on your Facebook?,u post facebook
251,-1,He is world famamus....,world famamus
252,0,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,want new video handset 750 time network min unlimited text camcorder reply ph_number del sat
253,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,today voda number end 5226 select receive 350 award hava match ph_number quote claim code 1131 standard rates app
254,-1,Aight ill get on fb in a couple minutes,aight ill fb couple minute
255,-1,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",cry stuff happen push edge underdtand cry sorry sorry life
256,1,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,winner value network customer select receivea £ 900 prize reward claim ph_number claim code kl345
257,-1,If u sending her home first it's ok lor. I'm not ready yet.,u send home ok lor ' m ready
258,-1,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like big leh drizzle run home
259,-1,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,hello saturday texting decide tomo ' m try invite
260,-1,"Yeah, probably earlier than that",yeah probably early
261,-1,If you r at home then I am coming within 20 mins,r home come 20 min
262,-1,Printer is cool. I mean groovy. Wine is groovying,printer cool mean groovy wine groovye
263,-1,Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarily expect ' m headin
264,-1,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",sorry leave phone upstairs ok hectic bird fall swoop date
265,-1,Some are lasting as much as 2 hours. You might get lucky.,last 2 hour lucky
266,-1,Package all your programs well,package program
267,-1,He didn't see his shadow. We get an early spring yay,shadow early spring yay
268,1,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.2,00,000 prize GUARANTEED. Call 6299257179. Claim Code FLIP02. Valid 12hrs only. ","urgent dear fl1pkart customer try contact weekend draw show w0n rs.2,00,000 prize guarantee ph_number claim code flip02 valid 12hr"
269,1,"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM","customer service representative ph_number 10am-9pm w0n guarantee cash prize rs.8,00,000 fl1pkart team"
270,0,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,garden ready summer free selection summer bulb seed worth £ 33:50 scotsman saturday stop go2 notxt.co.uk
271,-1,"Sure, whenever you show ",sure
272,-1,Oh god. I'm gonna Google nearby cliffs now.,oh god ' m go to google nearby cliff
273,-1,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,babe say 2 hour 4 internet
274,-1,....photoshop makes my computer shut down.,photoshop make computer shut
275,-1,Hey you told your name to gautham ah?,hey tell gautham ah
276,-1,New car and house for my parents.:)i have only new job in hand:),new car house parents.i new job hand
277,-1,K actually can you guys meet me at the sunoco on howard? It should be right on the way,k actually guy meet sunoco howard right way
278,-1,Hey what are you doing. Y no reply pa..,hey y reply pa
279,-1,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,meet u 5 4 depend u wan 2 lor
280,-1,Hi my email address has changed now it is,hi email address change
281,-1,No plm i will come da. On the way.,plm come da way
282,1,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc http://www.wtlp.co.uk/text ts&c apply
283,-1,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,u wait 4 bus stop aft ur lect lar dun c u car come n pick u.
284,-1,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,not think need yellow card uk travel ask go buck
285,-1,Hey are we going for the lo lesson or gym?,hey go lo lesson gym
286,-1,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones�.",new theory argument win d situation lose person not argue ur love one
287,-1,Where in abj are you serving. Are you staying with dad or alone.,abj serve stay dad
288,-1,Nope i'm not drivin... I neva develop da photos lei...,nope ' m drivin neva develop da photo lei
289,-1,Home so we can always chat,home chat
290,-1,Ok. C u then.,ok c u
291,1,YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd,chance reality fantasy = ph_number 20p min ntt ltd
292,-1,"Sorry sir, i will call you tomorrow.  senthil.hsbc",sorry sir tomorrow senthil.hsbc
293,-1,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,come kerala 2 days.so prepared leave finalise .dont plan travel visit.need finish urgent work
294,-1,Pls dont forget to study,pls not forget study
295,-1,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,day crab run sea shore wave come n clear footprint crab crab ask frnd y r u clear beautiful footprint wave reply fox follow ur footprint catch s y clear frndsship let u dwn gud nyt
296,-1,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,ok sure time tho sure library class try point good eve
297,-1,Are you willing to go for aptitude class.,willing aptitude class
298,-1,So wat's da decision?,wat da decision
299,-1,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",fr'ndship like needle clock v r d clock v r nt able 2 meet evn v meet itz 4few second bt v alwys stay conected gud 9 t
300,-1,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,pattern emerge friend tell drive come smoke tell ' m weed fiend smoke impede thing ' m hesitant
301,-1,Ok... But bag again..,ok bag
302,-1,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,cool like swimming pool jacuzzi house
303,-1,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great hope like man endow inch
304,-1,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",aight ' ve set free think text blake address occur ' m sure ' m think
305,1,	You are a winner U have been specially selected 2 receive £1000 cash  speak to a live operator 2 claim 0871277810810,winner u specially select 2 receive £ 1000 cash speak live operator 2 claim ph_number
306,-1,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b angry msg u aft come home tonight
307,-1,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,try figure ' m suppose couple different people week say set date
308,-1,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait 4 mum 2 finish sch lunch lor morning stay home clean room room clean hee
309,-1,How much she payed. Suganya.,payed suganya
310,-1,You still at the game?,game
311,-1,K k:) sms chat with me.,k k sms chat
312,-1,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great hope connection mode man co know old friend lead today
313,-1,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,world happy frnds character dey best understand difference
